cobranca_id,cliente_id,data_vencimento,data_pagamento,valor_cobranca,status_cobranca,tipo_cobranca,forma_pagamento,criado_em
37323,3945,2023-10-12,2023-10-08,"R$ 4087,00",paga,upsell,pix,2023-10-02 00:00:00
37324,7391,45275,16/12/2023,"967,19",paga,upsell,boleto,2023-12-05 00:00:00
37325,3765,2024-06-07 00:00:00,2024-06-05 00:00:00,"2401,71",Paga,mensalidade,boleto,28/05/2024 00:00
37326,5855,27/08/2020 00:00,2020-09-03 00:00:00,"R$ 2462,00",paga,mensalidade,cartao,2020-08-17
37327,1664,08/08/2021,,4218.44,em aberto,upsell,cartao,29/07/2021
37328,7867,12/07/2021,08/07/2021 00:00,149.13,paga,mensalidade,boleto,2021-07-02
37329,7400,44536,,"3723,57",em aberto,Mensal,boleto,2021-11-26 00:00:00
37330,3104,44099,2020-09-28 00:00:00,1953.83,Paga,mensalidade,boleto,2020-09-15 00:00:00
37331,3036,24/08/2021,29/08/2021,"R$ 1136,00",Paga,upsell,boleto,14/08/2021 00:00
37332,3860,2023-11-04,10/11/2023,"3937,82",paga,Mensal,,45224
37333,5570,24/11/2024,45630,"R$ 952,00",paga,Mensal,pix,2024-11-14 00:00:00
37334,8720,45543,13/09/2024 00:00,580.43,Paga,upsell,cartao,2024-08-29
37335,5687,28/03/2021,44285,"R$ 644,00",Paga,setup,,2021-03-18
37336,2702,45460,45465,"R$ 112,00",Paga,setup,boleto,45450
37337,7711,2023-06-02 00:00:00,05/06/2023 00:00,"R$ 1712,00",paga,setup,boleto,2023-05-23
37338,6039,2021-05-13,44329,"R$ 2774,00",pago,upsell,boleto,2021-05-03
37339,5292,45415,29/04/2024,"4200,88",pago,upsell,,45405
37340,6865,30/06/2020,2020-06-28,"R$ 471,00",Paga,setup,boleto,20/06/2020
37341,6607,25/03/2022 00:00,2022-04-03 00:00:00,"R$ 2359,00",paga,mensalidade,pix,2022-03-15
37342,1747,04/12/2021 00:00,2021-12-01 00:00:00,"732,61",pago,upsell,,2021-11-24
37343,3218,17/07/2021 00:00,,2853.59,em aberto,mensalidade,pix,44384
37344,3741,2024-12-04 00:00:00,2024-12-02 00:00:00,"R$ 4955,00",pago,Mensal,boleto,2024-11-24
37345,3249,2020-04-08 00:00:00,43929,1810.60,paga,upsell,,29/03/2020 00:00
37346,2995,2022-11-08 00:00:00,04/11/2022 00:00,"895,21",paga,mensalidade,boleto,2022-10-29
37347,6737,44592,44598,"R$ 461,00",paga,upsell,boleto,21/01/2022
37348,3906,2020-09-13,44097,"R$ 975,00",paga,Mensal,,03/09/2020
37349,2151,04/05/2021 00:00,44316,"2569,17",pago,mensalidade,,44310
37350,4852,44137,2020-11-12,2686.43,paga,setup,boleto,2020-10-23
37351,4337,2023-09-25,2023-10-02,"R$ 193,00",Paga,Mensal,,15/09/2023 00:00
37352,7187,12/07/2024 00:00,2024-07-19,"1001,89",paga,Mensal,pix,2024-07-02
37353,7676,06/11/2021 00:00,,1234.89,em aberto,setup,cartao,44496
37354,3313,07/02/2022 00:00,03/02/2022 00:00,"54,17",paga,Mensal,cartao,2022-01-28
37355,7108,2020-09-23,01/10/2020,"R$ 4354,00",paga,Mensal,pix,2020-09-13
37356,6747,2024-02-22,45339,2269.46,paga,mensalidade,boleto,2024-02-12 00:00:00
37357,7808,2022-05-26,44706,"R$ 2243,00",paga,Mensal,,2022-05-16
37358,4026,17/09/2022 00:00,2022-09-21,4907.50,pago,setup,,07/09/2022 00:00
37359,3825,2023-12-13,,"R$ 4402,00",atrasada,upsell,boleto,2023-12-03 00:00:00
37360,7217,21/04/2024 00:00,45407,"R$ 2342,00",paga,upsell,cartao,11/04/2024
37361,3804,44514,21/11/2021,4122.81,pago,setup,pix,44504
37362,8173,45599,2024-11-10 00:00:00,"R$ 4557,00",Paga,setup,,24/10/2024
37363,7201,2021-07-13 00:00:00,2021-07-09 00:00:00,2046.84,paga,upsell,boleto,2021-07-03 00:00:00
37364,5332,2020-10-02 00:00:00,,"R$ 2560,00",em aberto,mensalidade,cartao,2020-09-22 00:00:00
37365,4085,45014,,"R$ 4071,00",atrasada,setup,cartao,2023-03-19
37366,8793,2024-03-20 00:00:00,45375,"4677,09",pago,upsell,cartao,10/03/2024 00:00
37367,8160,03/01/2020,,496.09,em aberto,Mensal,cartao,2019-12-24 00:00:00
37368,5310,29/07/2021,44406,"1979,81",Paga,Mensal,cartao,19/07/2021 00:00
37369,8478,07/02/2022 00:00,,2752.40,atrasada,setup,boleto,28/01/2022
37370,4558,2023-05-19 00:00:00,,3936.75,atrasada,Mensal,pix,09/05/2023 00:00
37371,3572,2022-01-27,30/01/2022 00:00,4582.21,paga,Mensal,boleto,2022-01-17 00:00:00
37372,7482,31/10/2021 00:00,09/11/2021 00:00,"R$ 1981,00",Paga,mensalidade,cartao,2021-10-21
37373,5617,2022-11-23,18/11/2022,739.92,Paga,upsell,boleto,13/11/2022
37374,7142,2024-06-06 00:00:00,2024-06-15 00:00:00,1541.61,pago,Mensal,,2024-05-27 00:00:00
37375,2400,2023-06-06,12/06/2023 00:00,"R$ 1452,00",pago,upsell,boleto,2023-05-27
37376,6019,2022-01-16,2022-01-17,"3196,87",Paga,upsell,boleto,44567
37377,7099,10/09/2023,45179,"353,88",Paga,upsell,,31/08/2023
37378,5417,2023-06-06 00:00:00,,"R$ 3692,00",em aberto,mensalidade,pix,27/05/2023
37379,1690,45181,,1805.56,atrasada,Mensal,cartao,2023-09-02
37380,8338,04/04/2023 00:00,,"4949,26",aberta,setup,pix,45010
37381,6662,2020-11-25 00:00:00,,515.40,atrasada,setup,cartao,2020-11-15
37382,6259,21/04/2023 00:00,,"R$ 226,00",atrasada,Mensal,pix,11/04/2023
37383,8678,44546,,"270,91",aberta,setup,boleto,44536
37384,4879,2024-05-27,45437,"R$ 4752,00",paga,upsell,,2024-05-17 00:00:00
37385,4855,2024-05-26,,3458.66,aberta,mensalidade,cartao,16/05/2024 00:00
37386,8521,2022-11-15,,2237.25,aberta,mensalidade,cartao,2022-11-05
37387,1218,2024-10-15 00:00:00,20/10/2024,"89,55",paga,setup,cartao,2024-10-05
37388,8478,2022-09-06 00:00:00,,"2719,63",atrasada,Mensal,pix,27/08/2022 00:00
37389,7940,44853,18/10/2022 00:00,1065.09,Paga,setup,boleto,09/10/2022 00:00
37390,6485,18/05/2022 00:00,2022-05-15 00:00:00,"R$ 1005,00",Paga,setup,pix,2022-05-08 00:00:00
37391,4567,44776,04/08/2022,983.60,paga,mensalidade,boleto,24/07/2022 00:00
37392,1109,2023-02-09,2023-02-05 00:00:00,"R$ 2294,00",pago,Mensal,cartao,30/01/2023
37393,4290,02/06/2023,,3628.72,atrasada,mensalidade,cartao,2023-05-23
37394,4018,2021-01-07 00:00:00,,"R$ 4135,00",em aberto,Mensal,,2020-12-28
37395,1230,30/08/2023 00:00,,1208.81,aberta,setup,boleto,45158
37396,8659,16/05/2022,,1840.46,aberta,upsell,boleto,2022-05-06
37397,1293,23/02/2020 00:00,2020-02-22,"R$ 1199,00",paga,setup,,43874
37398,4855,45295,01/01/2024 00:00,"4782,74",paga,upsell,boleto,2023-12-25
37399,2294,2023-10-26,2023-10-22,2558.62,paga,upsell,cartao,45215
37400,2289,44909,14/12/2022,"240,36",paga,upsell,boleto,2022-12-04
37401,8064,2023-04-15 00:00:00,,2160.34,atrasada,upsell,pix,2023-04-05 00:00:00
37402,3259,44817,2022-09-12,697.91,pago,upsell,cartao,03/09/2022 00:00
37403,6095,2021-01-13,17/01/2021,"R$ 2655,00",pago,upsell,cartao,03/01/2021 00:00
37404,8229,09/04/2020 00:00,,"R$ 4464,00",atrasada,upsell,pix,30/03/2020
37405,6002,2022-12-12,,"3777,66",em aberto,mensalidade,pix,02/12/2022
37406,8732,2022-07-06,,3113.96,atrasada,Mensal,,2022-06-26 00:00:00
37407,7744,07/05/2023 00:00,2023-05-12,4478.93,paga,setup,cartao,27/04/2023 00:00
37408,6457,16/01/2023 00:00,25/01/2023,"R$ 3902,00",paga,upsell,cartao,44932
37409,7109,2024-11-20,2024-11-21,1177.54,paga,mensalidade,boleto,10/11/2024
37410,3182,29/06/2021,2021-07-05 00:00:00,"R$ 3105,00",pago,upsell,pix,2021-06-19 00:00:00
37411,5967,44474,10/10/2021 00:00,"3829,12",pago,Mensal,pix,2021-09-25
37412,5335,2020-11-02 00:00:00,,"R$ 859,00",aberta,upsell,boleto,23/10/2020 00:00
37413,8030,43890,2020-03-03 00:00:00,3196.53,Paga,mensalidade,boleto,2020-02-19
37414,8536,12/01/2024,45311,4113.15,pago,upsell,boleto,02/01/2024
37415,8390,44255,,"R$ 1960,00",atrasada,mensalidade,boleto,18/02/2021 00:00
37416,6093,26/06/2023 00:00,2023-06-26 00:00:00,2826.80,pago,mensalidade,boleto,16/06/2023
37417,7761,43935,43936,"1959,47",pago,upsell,,2020-04-04
37418,1479,2024-10-13 00:00:00,,"4358,78",aberta,mensalidade,pix,2024-10-03
37419,2822,19/01/2023 00:00,,"R$ 2607,00",atrasada,mensalidade,,2023-01-09
37420,4979,44248,,2538.44,atrasada,mensalidade,,44238
37421,1268,17/12/2020 00:00,2020-12-26 00:00:00,2269.94,Paga,setup,pix,2020-12-07 00:00:00
37422,1607,19/08/2020 00:00,2020-08-16,"2411,24",pago,Mensal,cartao,2020-08-09
37423,3576,2021-02-06,,"R$ 2394,00",atrasada,setup,cartao,44223
37424,7020,2022-09-29,2022-09-29,"4371,99",Paga,mensalidade,pix,44823
37425,7656,04/03/2023 00:00,,"R$ 3238,00",atrasada,upsell,cartao,2023-02-22
37426,3600,45627,,"2633,53",aberta,Mensal,pix,45617
37427,1721,2021-04-02 00:00:00,10/04/2021 00:00,"R$ 4707,00",Paga,upsell,cartao,2021-03-23 00:00:00
37428,1367,02/09/2023 00:00,45168,4842.26,Paga,setup,,23/08/2023 00:00
37429,7341,44256,,2578.05,em aberto,setup,boleto,2021-02-19 00:00:00
37430,3467,2020-09-06 00:00:00,2020-09-08,4112.50,paga,setup,boleto,2020-08-27
37431,8945,45004,,"598,80",aberta,upsell,pix,2023-03-09 00:00:00
37432,8080,44328,18/05/2021,"R$ 2975,00",paga,mensalidade,,2021-05-02
37433,6002,44732,22/06/2022,4715.70,pago,setup,boleto,2022-06-10 00:00:00
37434,7270,2022-01-13 00:00:00,44578,"3940,98",Paga,Mensal,,44564
37435,3275,44366,2021-06-16 00:00:00,"R$ 826,00",paga,Mensal,cartao,44356
37436,2945,2020-09-08 00:00:00,,"3448,08",em aberto,setup,,29/08/2020 00:00
37437,7329,25/12/2022,,"2121,07",em aberto,Mensal,cartao,15/12/2022 00:00
37438,6397,2020-11-10,,3864.94,aberta,upsell,boleto,31/10/2020 00:00
37439,3921,11/08/2020,,316.52,aberta,upsell,pix,44044
37440,2684,44814,,"R$ 3659,00",aberta,Mensal,boleto,31/08/2022 00:00
37441,3301,08/05/2023 00:00,04/05/2023 00:00,"R$ 4526,00",paga,setup,pix,2023-04-28
37442,5907,2020-01-19 00:00:00,14/01/2020,3596.98,paga,mensalidade,,43839
37443,7630,2020-04-06,,"3432,07",aberta,mensalidade,pix,43917
37444,2965,11/12/2020,,1332.14,em aberto,mensalidade,pix,01/12/2020
37445,3029,45388,2024-04-16 00:00:00,"4503,38",pago,Mensal,cartao,27/03/2024
37446,4393,2021-01-08 00:00:00,16/01/2021 00:00,"R$ 3911,00",Paga,mensalidade,boleto,2020-12-29 00:00:00
37447,5920,26/01/2024 00:00,2024-01-30,"3471,43",pago,Mensal,,16/01/2024 00:00
37448,3957,44721,44718,4240.92,paga,Mensal,pix,2022-05-30
37449,1489,15/08/2024 00:00,,3263.78,aberta,Mensal,pix,45509
37450,5692,11/11/2024,19/11/2024 00:00,"4871,35",paga,setup,pix,2024-11-01 00:00:00
37451,5707,24/04/2021,25/04/2021 00:00,"2523,87",pago,mensalidade,,14/04/2021
37452,1135,2021-05-02,08/05/2021,"R$ 349,00",Paga,setup,boleto,22/04/2021 00:00
37453,6374,04/10/2021 00:00,,"R$ 4731,00",aberta,setup,pix,24/09/2021 00:00
37454,6867,2021-04-05 00:00:00,2021-04-04 00:00:00,"1050,37",paga,setup,,26/03/2021
37455,1828,31/12/2023,,"1250,48",aberta,Mensal,,21/12/2023
37456,8153,45556,21/09/2024 00:00,"1577,31",paga,Mensal,boleto,11/09/2024 00:00
37457,5251,2022-11-28 00:00:00,28/11/2022,"1025,37",paga,Mensal,cartao,18/11/2022
37458,8504,10/01/2024,20/01/2024 00:00,"682,36",paga,Mensal,pix,31/12/2023 00:00
37459,8802,2021-07-02,2021-07-10 00:00:00,"R$ 241,00",Paga,mensalidade,pix,2021-06-22 00:00:00
37460,8472,2023-01-24 00:00:00,21/01/2023 00:00,4851.63,Paga,setup,cartao,14/01/2023
37461,7179,2021-04-19 00:00:00,,"85,98",em aberto,mensalidade,,2021-04-09 00:00:00
37462,1677,45406,45414,"R$ 3349,00",paga,mensalidade,pix,45396
37463,3804,16/07/2023 00:00,2023-07-11,"1570,73",pago,upsell,pix,45113
37464,5463,2020-05-22 00:00:00,,"R$ 2282,00",em aberto,setup,,2020-05-12
37465,6965,18/05/2021,2021-05-28,"4623,57",paga,upsell,pix,44324
37466,6152,43878,43876,"R$ 1919,00",pago,upsell,,07/02/2020 00:00
37467,6789,2021-11-12 00:00:00,2021-11-10,"152,16",pago,mensalidade,,02/11/2021
37468,6409,45167,,"1018,40",em aberto,upsell,,2023-08-19
37469,4127,2023-11-12 00:00:00,45251,"3837,48",Paga,mensalidade,boleto,45232
37470,7808,45585,24/10/2024,971.79,paga,setup,cartao,10/10/2024 00:00
37471,3001,18/01/2022,,"3675,28",atrasada,upsell,boleto,44569
37472,2032,44582,21/01/2022,4132.03,paga,mensalidade,cartao,2022-01-11 00:00:00
37473,5842,2021-01-21 00:00:00,21/01/2021 00:00,"R$ 575,00",Paga,Mensal,,2021-01-11 00:00:00
37474,6377,20/10/2020,16/10/2020,"R$ 4942,00",paga,upsell,pix,2020-10-10
37475,4573,43836,2020-01-09,"R$ 4538,00",paga,upsell,pix,27/12/2019
37476,3753,45520,,1229.58,aberta,Mensal,boleto,2024-08-06 00:00:00
37477,4080,2021-05-02 00:00:00,,3315.17,atrasada,Mensal,,22/04/2021 00:00
37478,4879,2021-07-16,16/07/2021,"75,37",pago,mensalidade,boleto,2021-07-06 00:00:00
37479,6728,2020-05-06 00:00:00,12/05/2020 00:00,"4072,23",pago,setup,boleto,2020-04-26
37480,3513,2023-08-20 00:00:00,,"1494,36",em aberto,upsell,boleto,2023-08-10 00:00:00
37481,5329,01/07/2023,2023-07-06 00:00:00,"4122,36",paga,Mensal,boleto,21/06/2023
37482,1615,2022-02-04,44606,4443.63,Paga,setup,boleto,2022-01-25 00:00:00
37483,5404,2023-12-27 00:00:00,,409.65,em aberto,mensalidade,boleto,45277
37484,8702,04/07/2022 00:00,09/07/2022,"R$ 2904,00",pago,upsell,pix,2022-06-24 00:00:00
37485,4006,2021-09-16 00:00:00,2021-09-17 00:00:00,"R$ 4831,00",pago,mensalidade,cartao,06/09/2021 00:00
37486,2419,2024-08-04,,"1638,24",em aberto,Mensal,,2024-07-25
37487,3859,2024-01-20,,"R$ 3421,00",aberta,upsell,boleto,10/01/2024 00:00
37488,2090,43998,2020-06-14,"R$ 1760,00",paga,Mensal,cartao,2020-06-06
37489,4578,24/04/2020 00:00,,"1443,46",em aberto,upsell,pix,2020-04-14
37490,6542,44030,,"R$ 951,00",aberta,setup,boleto,44020
37491,2912,28/04/2020,07/05/2020,"R$ 1801,00",paga,setup,cartao,18/04/2020 00:00
37492,5739,07/05/2021 00:00,,"R$ 3651,00",em aberto,mensalidade,pix,27/04/2021 00:00
37493,8740,2022-04-14,2022-04-23 00:00:00,1974.99,Paga,Mensal,boleto,04/04/2022 00:00
37494,2599,2022-08-28 00:00:00,2022-08-24,1191.55,pago,setup,cartao,2022-08-18 00:00:00
37495,7790,2023-09-29,2023-10-01,"3244,06",paga,mensalidade,,19/09/2023
37496,5159,2021-05-31,,"4278,72",em aberto,mensalidade,pix,44337
37497,5377,45457,14/06/2024,2767.06,paga,mensalidade,,2024-06-04
37498,4418,2022-05-19 00:00:00,,"4960,48",em aberto,upsell,pix,2022-05-09 00:00:00
37499,8069,2022-12-24 00:00:00,,"R$ 176,00",atrasada,setup,,44909
37500,3569,44009,2020-06-26,712.44,Paga,Mensal,boleto,17/06/2020
37501,5053,2022-04-05 00:00:00,,"4524,22",aberta,setup,,44646
37502,4662,13/01/2024,,"2558,46",atrasada,mensalidade,,03/01/2024
37503,2487,17/11/2024 00:00,27/11/2024 00:00,"R$ 3040,00",Paga,mensalidade,pix,45603
37504,3577,45383,45384,"R$ 692,00",pago,setup,boleto,22/03/2024 00:00
37505,5626,44547,23/12/2021,1780.50,pago,Mensal,boleto,2021-12-07 00:00:00
37506,4107,45608,,3628.54,em aberto,mensalidade,cartao,02/11/2024 00:00
37507,6609,2023-01-04,,"387,46",atrasada,mensalidade,cartao,2022-12-25
37508,2477,24/06/2021,,"R$ 2103,00",em aberto,upsell,boleto,14/06/2021
37509,7634,06/11/2023,,"3818,18",aberta,setup,pix,27/10/2023 00:00
37510,7304,44712,44718,"R$ 2972,00",pago,upsell,boleto,2022-05-21
37511,3550,01/12/2024,,"R$ 1629,00",aberta,setup,boleto,2024-11-21 00:00:00
37512,2963,18/08/2022,44797,2628.05,paga,mensalidade,,08/08/2022
37513,6956,2024-09-25,,"R$ 3303,00",em aberto,Mensal,pix,15/09/2024 00:00
37514,2532,03/06/2024 00:00,06/06/2024,"975,80",paga,Mensal,cartao,2024-05-24
37515,1083,2022-07-22 00:00:00,,4087.33,em aberto,upsell,cartao,2022-07-12 00:00:00
37516,7468,2021-08-22,2021-08-21,170.00,paga,upsell,cartao,2021-08-12
37517,2225,44708,,4563.86,em aberto,mensalidade,,2022-05-17 00:00:00
37518,5977,16/11/2022,2022-11-25,777.49,pago,upsell,pix,06/11/2022 00:00
37519,7498,43986,,2773.40,em aberto,upsell,boleto,25/05/2020 00:00
37520,4070,2023-01-21,16/01/2023 00:00,"1291,87",paga,setup,cartao,11/01/2023
37521,1782,44661,2022-04-10 00:00:00,"R$ 2643,00",pago,setup,pix,31/03/2022 00:00
37522,5650,2022-03-13,,"R$ 4031,00",aberta,setup,pix,03/03/2022
37523,1059,2021-02-21 00:00:00,2021-03-01,"R$ 2791,00",pago,Mensal,pix,44238
37524,7284,2020-08-25,2020-09-03,3868.57,pago,setup,cartao,44058
37525,8702,29/04/2023 00:00,28/04/2023,"531,35",paga,setup,pix,2023-04-19
37526,3276,16/01/2021 00:00,,2903.59,em aberto,Mensal,pix,2021-01-06
37527,6400,25/02/2024 00:00,,"R$ 54,00",em aberto,Mensal,pix,15/02/2024 00:00
37528,3700,11/07/2020,44020,3309.67,paga,Mensal,,44013
37529,2204,2024-04-20,2024-04-18,"R$ 2382,00",Paga,upsell,,10/04/2024
37530,2703,27/09/2020 00:00,,"R$ 4797,00",em aberto,mensalidade,cartao,2020-09-17
37531,8330,07/07/2024 00:00,16/07/2024 00:00,"3448,82",pago,Mensal,cartao,27/06/2024
37532,7710,2022-07-10,,4401.05,aberta,mensalidade,pix,44742
37533,7385,09/06/2023 00:00,05/06/2023 00:00,"R$ 4060,00",Paga,setup,cartao,30/05/2023
37534,6354,23/02/2023,01/03/2023,"R$ 4532,00",pago,Mensal,cartao,13/02/2023 00:00
37535,1096,2021-10-29 00:00:00,2021-10-28,"3193,05",Paga,upsell,boleto,19/10/2021 00:00
37536,3890,11/02/2022 00:00,,"R$ 327,00",em aberto,setup,cartao,01/02/2022
37537,6367,09/01/2024,,"R$ 1633,00",aberta,upsell,boleto,2023-12-30
37538,2444,30/10/2020,,"2006,31",em aberto,Mensal,pix,2020-10-20 00:00:00
37539,3182,2024-11-30,,"4950,59",em aberto,setup,pix,2024-11-20 00:00:00
37540,7996,2020-01-25,2020-01-23,"R$ 1184,00",Paga,mensalidade,boleto,43845
37541,1033,44062,2020-08-20,"R$ 75,00",Paga,setup,cartao,2020-08-09 00:00:00
37542,3602,44556,28/12/2021,"2021,19",paga,setup,boleto,2021-12-16 00:00:00
37543,1841,2022-07-22 00:00:00,,"R$ 1033,00",aberta,setup,boleto,2022-07-12
37544,8469,18/04/2022 00:00,,"R$ 3972,00",aberta,mensalidade,pix,44659
37545,1625,2024-05-12,19/05/2024 00:00,"739,97",paga,setup,,02/05/2024
37546,1263,14/01/2022 00:00,2022-01-18 00:00:00,"R$ 2121,00",paga,Mensal,boleto,2022-01-04
37547,6402,2021-02-09,44234,"R$ 4008,00",pago,setup,pix,30/01/2021 00:00
37548,7699,45580,21/10/2024,"R$ 1869,00",Paga,mensalidade,boleto,05/10/2024
37549,4653,02/12/2023 00:00,2023-12-03,"R$ 90,00",pago,Mensal,,22/11/2023
37550,2073,2022-05-23 00:00:00,,3628.71,aberta,setup,,44694
37551,3749,05/01/2024 00:00,,"183,91",aberta,setup,,2023-12-26
37552,8773,2021-12-28,2021-12-24 00:00:00,"R$ 2875,00",Paga,setup,,44548
37553,2295,2024-04-10,45391,"R$ 2863,00",Paga,mensalidade,boleto,45382
37554,8986,10/06/2023,,2969.57,em aberto,mensalidade,pix,2023-05-31 00:00:00
37555,8069,05/12/2023 00:00,2023-12-15 00:00:00,"R$ 4342,00",pago,mensalidade,pix,25/11/2023
37556,1865,13/06/2023 00:00,08/06/2023 00:00,"R$ 1779,00",paga,Mensal,boleto,03/06/2023 00:00
37557,8953,2020-11-13,44158,"R$ 4609,00",paga,setup,cartao,44138
37558,7527,01/02/2021 00:00,2021-01-27,1339.70,Paga,setup,pix,44218
37559,2010,43861,31/01/2020,"789,19",pago,upsell,cartao,2020-01-21 00:00:00
37560,3301,2023-11-23 00:00:00,23/11/2023,1046.49,Paga,Mensal,pix,45243
37561,3232,44871,13/11/2022 00:00,4211.88,paga,mensalidade,cartao,2022-10-27 00:00:00
37562,5176,43861,2020-02-06 00:00:00,"1201,93",paga,setup,,2020-01-21 00:00:00
37563,8402,2022-09-13 00:00:00,2022-09-13,4743.23,paga,setup,pix,2022-09-03
37564,3373,11/05/2023 00:00,45066,"1438,61",Paga,Mensal,cartao,2023-05-01
37565,6696,2023-08-09 00:00:00,04/08/2023,1261.71,paga,Mensal,cartao,2023-07-30 00:00:00
37566,3249,24/03/2021 00:00,,1252.57,atrasada,setup,pix,14/03/2021
37567,3542,12/09/2024,,"R$ 4054,00",aberta,setup,boleto,45537
37568,1339,24/12/2021 00:00,2021-12-25 00:00:00,"638,21",paga,mensalidade,cartao,2021-12-14
37569,6317,2022-06-10 00:00:00,10/06/2022 00:00,"127,44",pago,mensalidade,,44712
37570,2699,22/11/2022,,"R$ 823,00",em aberto,setup,,12/11/2022 00:00
37571,8794,2022-09-17,25/09/2022 00:00,"R$ 911,00",Paga,upsell,boleto,2022-09-07 00:00:00
37572,3784,2021-12-26 00:00:00,2021-12-21 00:00:00,"3013,09",paga,mensalidade,,44546
37573,2760,19/10/2024 00:00,23/10/2024 00:00,"R$ 2907,00",pago,upsell,cartao,09/10/2024
37574,6244,2022-11-13,,"R$ 4553,00",aberta,Mensal,pix,03/11/2022
37575,4021,05/04/2023,45023,"4955,94",Paga,Mensal,boleto,2023-03-26
37576,2330,45040,,"R$ 400,00",atrasada,upsell,boleto,2023-04-14 00:00:00
37577,4921,12/08/2022 00:00,2022-08-07,"1434,75",paga,mensalidade,boleto,2022-08-02
37578,7304,2020-10-16 00:00:00,2020-10-19,"R$ 258,00",paga,mensalidade,boleto,06/10/2020 00:00
37579,7292,10/07/2023 00:00,45120,4363.05,Paga,Mensal,pix,30/06/2023 00:00
37580,3358,2020-11-08 00:00:00,,"4547,34",aberta,mensalidade,,44133
37581,4288,28/03/2022,,2475.15,atrasada,mensalidade,pix,18/03/2022 00:00
37582,7239,43896,16/03/2020,3097.13,pago,Mensal,boleto,25/02/2020 00:00
37583,4221,43954,,1419.29,aberta,Mensal,pix,23/04/2020 00:00
37584,2860,20/02/2023,2023-02-20 00:00:00,"R$ 1933,00",paga,upsell,,10/02/2023 00:00
37585,1757,2024-03-28,,4420.12,atrasada,setup,boleto,2024-03-18 00:00:00
37586,3644,2021-12-06,,"R$ 2315,00",aberta,Mensal,,44526
37587,3246,25/04/2020,,1073.12,em aberto,upsell,,15/04/2020
37588,1607,07/09/2022 00:00,15/09/2022 00:00,2877.13,Paga,upsell,boleto,2022-08-28 00:00:00
37589,8508,45204,45205,"4954,78",Paga,setup,boleto,25/09/2023
37590,3350,2024-06-26 00:00:00,,"4754,98",atrasada,setup,boleto,2024-06-16
37591,2022,44689,11/05/2022,"2026,82",pago,setup,pix,2022-04-28 00:00:00
37592,6674,45496,2024-07-29,"3831,60",pago,mensalidade,,13/07/2024 00:00
37593,5295,44868,44874,2140.38,Paga,Mensal,cartao,24/10/2022 00:00
37594,3268,45534,25/08/2024,"R$ 2711,00",paga,mensalidade,cartao,45524
37595,4689,11/08/2022,2022-08-07 00:00:00,"2862,51",pago,Mensal,cartao,01/08/2022 00:00
37596,1756,2023-08-13,2023-08-19 00:00:00,1141.46,paga,upsell,boleto,2023-08-03 00:00:00
37597,2438,17/03/2021,,"952,26",em aberto,setup,cartao,07/03/2021 00:00
37598,8396,13/04/2024 00:00,,1199.26,atrasada,mensalidade,cartao,03/04/2024
37599,7329,44898,2022-12-02,"1595,49",Paga,mensalidade,boleto,2022-11-23
37600,3292,2024-05-30 00:00:00,2024-06-01 00:00:00,141.61,pago,setup,cartao,2024-05-20 00:00:00
37601,5601,03/11/2021,,"R$ 1586,00",atrasada,setup,,24/10/2021
37602,2937,45482,2024-07-19,"921,41",Paga,Mensal,boleto,45472
37603,5593,03/10/2021,2021-09-28,"4197,98",Paga,mensalidade,,44462
37604,3807,2020-01-18,28/01/2020 00:00,"1012,06",paga,upsell,boleto,08/01/2020 00:00
37605,8616,17/07/2021 00:00,2021-07-16 00:00:00,2744.04,pago,upsell,cartao,2021-07-07 00:00:00
37606,6244,2024-09-28 00:00:00,30/09/2024,2696.92,pago,mensalidade,pix,2024-09-18 00:00:00
37607,8130,18/09/2024 00:00,,"R$ 1098,00",aberta,upsell,boleto,2024-09-08 00:00:00
37608,3163,45244,45244,269.34,Paga,setup,cartao,04/11/2023
37609,1185,20/03/2021,,"4174,22",em aberto,mensalidade,cartao,2021-03-10 00:00:00
37610,6944,20/01/2021 00:00,15/01/2021,"1311,56",Paga,mensalidade,pix,2021-01-10
37611,2373,02/07/2024 00:00,11/07/2024,"R$ 908,00",paga,Mensal,boleto,22/06/2024 00:00
37612,8531,2022-02-28,2022-03-01,4226.75,paga,mensalidade,boleto,18/02/2022 00:00
37613,1658,25/06/2022,,"3595,46",aberta,setup,cartao,2022-06-15
37614,5222,30/05/2020,,"R$ 2472,00",em aberto,Mensal,pix,20/05/2020 00:00
37615,2903,28/06/2024,05/07/2024,"R$ 597,00",paga,upsell,cartao,18/06/2024
37616,5847,2024-07-20,2024-07-29,"4254,06",Paga,upsell,pix,45483
37617,2916,03/04/2021 00:00,2021-04-05,"R$ 667,00",Paga,upsell,,2021-03-24 00:00:00
37618,7005,44157,2020-11-21,1400.53,pago,setup,cartao,12/11/2020
37619,7119,2024-02-11 00:00:00,11/02/2024 00:00,1187.82,paga,Mensal,,45323
37620,1178,2021-10-08 00:00:00,2021-10-08,3673.93,paga,mensalidade,,28/09/2021
37621,5890,05/05/2022 00:00,2022-05-05,486.61,pago,mensalidade,cartao,25/04/2022 00:00
37622,3960,44770,2022-08-07,498.99,Paga,Mensal,boleto,2022-07-18
37623,2590,2023-02-28,2023-02-28 00:00:00,"2906,61",paga,Mensal,boleto,44975
37624,1149,2024-09-06,,"4785,66",atrasada,upsell,boleto,45531
